Row,CMPP,RPPV,TIME_1900,RCPP,SOLSTATE,EMA,BIT_STUCK_DETECT
503016,3.11,4248,44194.789186036,4.21061,17,4248,Start
503033,3.11,4248,44194.789198630,4.209311,17,4248,EmaRising(0.0)
503050,3.11,4248,44194.789211222,4.21061,17,4248,EmaRising(1.088)
503067,3.11,4243,44194.789223813,4.209311,17,4247,EmaDropping(0.0)
503084,3.11,4213,44194.789236407,4.209311,17,4244,EmaDropping(1.088)
503101,3.11,4190,44194.789248999,4.21061,17,4238,EmaDropping(2.176)
503118,3.11,4184,44194.789261593,4.209311,17,4233,EmaDropping(3.264)
503135,3.11,4184,44194.789274184,4.21061,17,4228,EmaDropping(4.352)
503152,3.11,4184,44194.789286776,4.21061,17,4223,EmaDropping(5.44)
503169,3.11,4184,44194.789299370,4.21061,17,4219,EmaDropping(6.528)
503186,3.11,4184,44194.789311962,4.209311,17,4216,EmaDropping(7.616)
503203,3.11,4184,44194.789324556,4.209311,17,4213,EmaDropping(8.704)
503220,3.11,4184,44194.789337148,4.209311,17,4210,EmaDropping(9.792)
503237,3.11,4184,44194.789349739,4.209311,17,4207,EmaDropping(10.88)
503254,3.11,4184,44194.789362333,4.21061,17,4205,EmaDropping(11.968)
503271,3.11,4184,44194.789374925,4.209311,17,4203,EmaDropping(13.056)
503288,3.11,4184,44194.789387519,4.21061,17,4201,EmaDropping(14.144)
503305,3.11,4184,44194.789400111,4.21061,17,4199,EmaDropping(15.232)
503322,3.11,4184,44194.789412702,4.21061,17,4197,EmaDropping(16.32)
503339,3.11,4184,44194.789425296,4.209311,17,4196,EmaDropping(17.408)
503356,3.11,4184,44194.789437888,4.209311,17,4195,EmaDropping(18.496)
503373,3.11,4184,44194.789450482,4.21061,17,4194,EmaDropping(19.584)
503390,3.11,4184,44194.789463073,4.209311,17,4193,EmaDropping(20.672)
503407,3.11,4184,44194.789475665,4.209311,17,4192,EmaDropping(21.76)
503424,3.11,3874,44194.789488259,4.211909,0,4160,EmaDropping(22.848)
503441,3.11,2613,44194.789500851,4.21061,0,4005,EmaDropping(23.936)
503458,3.11,2607,44194.789513445,4.211909,0,3865,EmaDropping(25.024)
503475,3.11,2591,44194.789526036,4.21061,0,3738,EmaDropping(26.112)
503492,3.11,2572,44194.789538628,4.211909,0,3621,EmaDropping(27.2)
503509,3.11,2555,44194.789551222,4.21061,0,3515,EmaDropping(28.288)
503526,3.11,2535,44194.789563814,4.211909,0,3417,EmaDropping(29.376)
503543,3.11,2517,44194.789576408,4.211909,0,3327,EmaDropping(30.464)
503560,3.11,2500,44194.789588999,4.211909,0,3244,EmaDropping(31.552)
503577,3.11,2482,44194.789601591,4.211909,0,3168,EmaDropping(32.64)
503594,3.11,2463,44194.789614185,4.21061,0,3097,EmaDropping(33.728)
503611,3.11,2445,44194.789626777,4.211909,0,3032,EmaDropping(34.816)
503628,3.11,2428,44194.789639371,4.21061,0,2971,EmaDropping(35.904)
503645,3.11,2412,44194.789651962,4.211909,0,2915,EmaDropping(36.992)
503662,3.11,2397,44194.789664554,4.211909,0,2864,EmaDropping(38.08)
503679,3.11,2379,44194.789677148,4.21061,0,2815,EmaDropping(39.168)
503696,3.11,2361,44194.789689740,4.211909,0,2770,EmaDropping(40.256)
503713,3.11,2347,44194.789702334,4.211909,0,2727,EmaDropping(41.344)
503730,3.11,2331,44194.789714925,4.211909,0,2688,EmaDropping(42.432)
503747,3.11,2315,44194.789727517,4.211909,0,2650,EmaDropping(43.52)
503764,3.11,2296,44194.789740111,4.211909,0,2615,EmaDropping(44.608)
503781,3.11,2284,44194.789752703,4.213212,0,2582,EmaDropping(45.696)
503798,3.11,2270,44194.789765296,4.211909,0,2550,EmaDropping(46.784)
503815,3.11,2251,44194.789777888,4.213212,0,2520,EmaDropping(47.872)
503832,3.11,2236,44194.789790480,4.211909,0,2492,EmaDropping(48.96)
503849,3.11,2224,44194.789803074,4.213212,0,2465,EmaDropping(50.048)
503866,3.11,2209,44194.789815666,4.214512,0,2439,EmaDropping(51.136)
503883,3.11,2190,44194.789828259,4.213212,0,2414,EmaDropping(52.224)
503900,3.11,2179,44194.789840851,4.214512,0,2391,EmaDropping(53.312)
503917,3.11,2166,44194.789853443,4.213212,0,2368,EmaDropping(54.4)
503934,3.11,2146,44194.789866037,4.214512,0,2346,EmaDropping(55.488)
503951,3.11,2135,44194.789878629,4.213212,0,2325,EmaDropping(56.576)
503968,3.11,2124,44194.789891222,4.213212,0,2305,EmaDropping(57.664)
503985,3.11,2105,44194.789903814,4.214512,0,2285,EmaDropping(58.752)
504002,3.11,2094,44194.789916406,4.213212,0,2266,EmaDropping(59.84)
504019,3.11,2081,44194.789929000,4.214512,0,2247,BitStuck
504036,3.11,2064,44194.789941592,4.213212,0,2229,BitStuck
504053,3.11,2055,44194.789954185,4.214512,0,2211,BitStuck
504070,3.11,2039,44194.789966777,4.213212,0,2194,BitStuck
504087,3.11,2026,44194.789979369,4.213212,0,2177,BitStuck
504104,3.11,2017,44194.789991963,4.213212,0,2161,BitStuck
504121,3.11,1997,44194.790004555,4.213212,0,2145,BitStuck
504138,3.11,1990,44194.790017148,4.214512,0,2129,BitStuck
504155,3.11,1975,44194.790029740,4.213212,0,2114,BitStuck
504172,3.11,1961,44194.790042332,4.214512,0,2098,BitStuck
504189,3.11,1954,44194.790054926,4.214512,0,2084,BitStuck
504206,3.11,1936,44194.790067518,4.214512,0,2069,BitStuck
504223,3.11,1931,44194.790080111,4.214512,0,2055,BitStuck
504240,3.11,1911,44194.790092703,4.213212,0,2041,BitStuck
504257,3.11,1904,44194.790105295,4.214512,0,2027,BitStuck
504274,3.11,1890,44194.790117889,4.214512,0,2013,BitStuck
504291,3.11,1879,44194.790130481,4.214512,0,2000,BitStuck
504308,3.11,1869,44194.790143074,4.214512,0,1987,BitStuck
504325,3.11,1854,44194.790155666,4.214512,0,1973,BitStuck
504342,3.11,1847,44194.790168258,4.214512,0,1961,BitStuck
504359,3.11,1830,44194.790180852,4.214512,0,1948,BitStuck
504376,3.11,1826,44194.790193444,4.214512,0,1935,BitStuck
504393,3.11,1806,44194.790206037,4.214512,0,1922,BitStuck
504410,3.11,1804,44194.790218629,4.214512,0,1910,BitStuck
504427,3.12,1784,44194.790231221,4.215815,0,1898,BitStuck
504444,3.11,1781,44194.790243815,4.214512,0,1886,BitStuck
504461,3.12,1763,44194.790256407,4.215815,0,1874,BitStuck
504478,3.11,1761,44194.790269000,4.214512,0,1862,BitStuck
504495,3.11,1741,44194.790281592,4.214512,0,1850,BitStuck
504512,3.12,1739,44194.790294184,4.215815,0,1839,BitStuck
504529,3.12,1720,44194.790306778,4.215815,0,1827,BitStuck
504546,3.12,1719,44194.790319370,4.217114,0,1816,BitStuck
504563,3.12,1699,44194.790331963,4.215815,0,1804,BitStuck
504580,3.12,1699,44194.790344555,4.217114,0,1794,BitStuck
504597,3.12,1678,44194.790357147,4.217114,0,1782,BitStuck
504614,3.12,1678,44194.790369741,4.217114,0,1772,BitStuck
504631,3.12,1660,44194.790382332,4.217114,0,1761,BitStuck
504648,3.12,1656,44194.790394926,4.215815,0,1750,BitStuck
504665,3.12,1644,44194.790407518,4.217114,0,1739,BitStuck
504682,3.12,1635,44194.790420110,4.217114,0,1729,BitStuck
504699,3.12,1628,44194.790432704,4.217114,0,1719,BitStuck
504716,3.12,1614,44194.790445295,4.217114,0,1708,BitStuck
504733,3.12,1609,44194.790457889,4.217114,0,1698,BitStuck
504750,3.12,1593,44194.790470481,4.217114,0,1688,BitStuck
504767,3.12,1593,44194.790483073,4.217114,0,1678,BitStuck
504784,3.12,1574,44194.790495667,4.217114,0,1668,BitStuck
504801,3.12,1571,44194.790508258,4.217114,0,1658,BitStuck
504818,3.12,1558,44194.790520852,4.218417,0,1648,BitStuck
504835,3.12,1550,44194.790533444,4.217114,0,1638,BitStuck
504852,3.12,1545,44194.790546036,4.217114,0,1629,BitStuck
504869,3.12,1529,44194.790558630,4.217114,0,1619,BitStuck
504886,3.12,1529,44194.790571221,4.218417,0,1610,BitStuck
504903,3.12,1510,44194.790583815,4.218417,0,1600,BitStuck
504920,3.12,1508,44194.790596407,4.217114,0,1590,BitStuck
504937,3.12,1499,44194.790608999,4.217114,0,1581,BitStuck
504954,3.12,1486,44194.790621592,4.217114,0,1572,BitStuck
504971,3.12,1486,44194.790634184,4.217114,0,1563,BitStuck
504988,3.12,1466,44194.790646778,4.218417,0,1553,BitStuck
505005,3.12,1465,44194.790659370,4.217114,0,1544,BitStuck
505022,3.12,1459,44194.790671962,4.218417,0,1536,BitStuck
505039,3.12,1444,44194.790684555,4.217114,0,1527,BitStuck
505056,3.12,1444,44194.790697147,4.218417,0,1518,BitStuck
505073,3.12,1428,44194.790709741,4.218417,0,1509,BitStuck
505090,3.12,1423,44194.790722333,4.217114,0,1501,BitStuck
505107,3.12,1421,44194.790734925,4.218417,0,1493,BitStuck
505124,3.12,1401,44194.790747518,4.217114,0,1483,BitStuck
505141,3.12,1401,44194.790760110,4.218417,0,1475,BitStuck
505158,3.12,1393,44194.790772704,4.217114,0,1467,BitStuck
505175,3.12,1380,44194.790785296,4.217114,0,1458,BitStuck
505192,3.12,1380,44194.790797888,4.218417,0,1450,BitStuck
505209,3.12,1368,44194.790810481,4.217114,0,1442,BitStuck
505226,3.12,1359,44194.790823073,4.218417,0,1434,BitStuck
505243,3.12,1359,44194.790835667,4.218417,0,1426,BitStuck
505260,3.12,1343,44194.790848259,4.218417,0,1418,BitStuck
505277,3.12,1338,44194.790860851,4.218417,0,1410,BitStuck
505294,3.12,1338,44194.790873444,4.218417,0,1402,BitStuck
505311,3.12,1319,44194.790886036,4.218417,0,1394,BitStuck
505328,3.12,1316,44194.790898628,4.218417,0,1386,BitStuck
505345,3.12,1316,44194.790911222,4.218417,0,1379,BitStuck
505362,3.12,1298,44194.790923814,4.219717,0,1371,BitStuck
505379,3.12,1295,44194.790936407,4.218417,0,1363,BitStuck
505396,3.12,1295,44194.790948999,4.219717,0,1356,BitStuck
505413,3.12,1275,44194.790961591,4.219717,0,1348,BitStuck
505430,3.12,1274,44194.790974185,4.221015,0,1341,BitStuck
505447,3.12,1274,44194.790986777,4.219717,0,1334,BitStuck
505464,3.12,1256,44194.790999370,4.221015,0,1326,BitStuck
505481,3.12,1253,44194.791011962,4.219717,0,1319,BitStuck
505498,3.12,1253,44194.791024554,4.219717,0,1312,BitStuck
505515,3.12,1240,44194.791037148,4.221015,0,1305,BitStuck
505532,3.12,1231,44194.791049740,4.219717,0,1297,BitStuck
505549,3.12,1231,44194.791062333,4.221015,0,1291,BitStuck
505566,3.12,1228,44194.791074925,4.221015,0,1284,BitStuck
505583,3.12,1210,44194.791087519,4.221015,0,1277,BitStuck
505600,3.12,1210,44194.791100111,4.221015,0,1270,BitStuck
505617,3.12,1210,44194.791112703,4.221015,0,1264,BitStuck
505634,3.12,1193,44194.791125296,4.221015,0,1257,BitStuck
505651,3.12,1189,44194.791137888,4.221015,0,1250,BitStuck
505668,3.12,1189,44194.791150480,4.222319,0,1244,BitStuck
505685,3.12,1178,44194.791163074,4.221015,0,1237,BitStuck
505702,3.12,1168,44194.791175666,4.221015,0,1230,BitStuck
505719,3.12,1168,44194.791188259,4.221015,0,1224,BitStuck
505736,3.12,1165,44194.791200851,4.219717,0,1218,BitStuck
505753,3.12,1147,44194.791213443,4.221015,0,1211,BitStuck
505770,3.12,1147,44194.791226037,4.221015,0,1204,BitStuck
505787,3.12,1147,44194.791238629,4.221015,0,1199,BitStuck
505804,3.12,1135,44194.791251222,4.221015,0,1192,BitStuck
505821,3.12,1125,44194.791263814,4.222319,0,1185,BitStuck
505838,3.12,1125,44194.791276406,4.221015,0,1179,BitStuck
505855,3.12,1125,44194.791289000,4.221015,0,1174,BitStuck
505872,3.12,1105,44194.791301592,4.222319,0,1167,BitStuck
505889,3.12,1104,44194.791314185,4.221015,0,1161,BitStuck
505906,3.12,1104,44194.791326777,4.221015,0,1155,BitStuck
505923,3.12,1097,44194.791339369,4.221015,0,1149,BitStuck
505940,3.12,1083,44194.791351963,4.221015,0,1142,BitStuck
505957,3.12,1083,44194.791364554,4.222319,0,1136,BitStuck
505974,3.12,1083,44194.791377148,4.221015,0,1131,BitStuck
505991,3.12,1073,44194.791389740,4.222319,0,1125,BitStuck
506008,3.12,1062,44194.791402332,4.221015,0,1119,BitStuck
506025,3.12,1062,44194.791414926,4.221015,0,1113,BitStuck
506042,3.12,1062,44194.791427517,4.221015,0,1108,BitStuck
506059,3.12,1052,44194.791440111,4.221015,0,1102,BitStuck
506076,3.12,1040,44194.791452703,4.222319,0,1096,BitStuck
506093,3.12,1040,44194.791465295,4.221015,0,1090,BitStuck
506110,3.12,1040,44194.791477889,4.222319,0,1085,BitStuck
506127,3.12,1027,44194.791490480,4.221015,0,1079,BitStuck
506144,3.12,1019,44194.791503074,4.221015,0,1073,BitStuck
506161,3.12,1019,44194.791515666,4.221015,0,1068,BitStuck
506178,3.12,1019,44194.791528258,4.221015,0,1063,BitStuck
506195,3.12,1008,44194.791540852,4.221015,0,1057,BitStuck
506212,3.12,998,44194.791553443,4.221015,0,1051,BitStuck
506229,3.12,998,44194.791566037,4.222319,0,1046,BitStuck
506246,3.12,998,44194.791578629,4.222319,0,1041,BitStuck
506263,3.12,992,44194.791591221,4.221015,0,1036,BitStuck
506280,3.12,977,44194.791603815,4.221015,0,1030,BitStuck
506297,3.12,977,44194.791616406,4.221015,0,1025,BitStuck
506314,3.12,977,44194.791629000,4.221015,0,1020,BitStuck
506331,3.12,975,44194.791641592,4.221015,0,1015,BitStuck
506348,3.12,955,44194.791654184,4.221015,0,1009,BitStuck
506365,3.12,955,44194.791666777,4.221015,0,1004,BitStuck
506382,3.12,955,44194.791679369,4.221015,0,999,BitStuck
506399,3.12,955,44194.791691963,4.222319,0,994,BitStuck
506416,3.12,945,44194.791704555,4.221015,0,989,BitStuck
506433,3.12,934,44194.791717147,4.222319,0,984,BitStuck
506450,3.12,934,44194.791729740,4.221015,0,979,BitStuck
506467,3.12,934,44194.791742332,4.222319,0,974,BitStuck
506484,3.12,933,44194.791754926,4.222319,0,970,BitStuck
506501,3.12,913,44194.791767518,4.221015,0,964,BitStuck
506518,3.12,913,44194.791780110,4.222319,0,959,BitStuck
506535,3.12,913,44194.791792703,4.222319,0,955,BitStuck
506552,3.12,913,44194.791805295,4.223618,0,950,BitStuck
506569,3.12,908,44194.791817889,4.222319,0,946,BitStuck
506586,3.12,892,44194.791830481,4.222319,0,941,BitStuck
506603,3.12,892,44194.791843073,4.223618,0,936,BitStuck
506620,3.12,892,44194.791855666,4.222319,0,931,BitStuck
506637,3.12,892,44194.791868258,4.223618,0,927,BitStuck
506654,3.12,883,44194.791880852,4.222319,0,923,BitStuck
506671,3.12,870,44194.791893444,4.223618,0,917,BitStuck
506688,3.12,870,44194.791906036,4.223618,0,913,BitStuck
506705,3.12,870,44194.791918629,4.223618,0,908,BitStuck
506722,3.12,870,44194.791931221,4.223618,0,904,BitStuck
506739,3.12,858,44194.791943815,4.222319,0,900,BitStuck
506756,3.12,849,44194.791956407,4.223618,0,895,BitStuck
506773,3.12,849,44194.791968999,4.222319,0,890,BitStuck
506790,3.12,849,44194.791981592,4.223618,0,886,BitStuck
506807,3.12,849,44194.791994184,4.223618,0,882,BitStuck
506824,3.12,838,44194.792006778,4.223618,0,878,BitStuck
506841,3.12,828,44194.792019370,4.223618,0,873,BitStuck
506858,3.12,828,44194.792031962,4.222319,0,868,BitStuck
506875,3.12,828,44194.792044555,4.223618,0,864,BitStuck
506892,3.12,828,44194.792057147,4.223618,0,860,BitStuck
506909,3.12,827,44194.792069741,4.223618,0,857,BitStuck
506926,3.12,807,44194.792082333,4.223618,0,852,BitStuck
506943,3.12,807,44194.792094925,4.223618,0,847,BitStuck
506960,3.12,807,44194.792107518,4.223618,0,843,BitStuck
506977,3.12,807,44194.792120110,4.223618,0,840,BitStuck
506994,3.12,807,44194.792132704,4.223618,0,836,BitStuck
507011,3.12,788,44194.792145296,4.223618,0,831,BitStuck
507028,3.12,785,44194.792157888,4.222319,0,827,BitStuck
507045,3.12,785,44194.792170481,4.223618,0,823,BitStuck
507062,3.12,785,44194.792183073,4.223618,0,819,BitStuck
507079,3.12,785,44194.792195667,4.223618,0,815,BitStuck
507096,3.12,778,44194.792208259,4.223618,0,812,BitStuck
507113,3.12,764,44194.792220851,4.223618,0,807,BitStuck
507130,3.12,764,44194.792233444,4.223618,0,802,BitStuck
507147,3.12,764,44194.792246036,4.223618,0,799,BitStuck
507164,3.12,764,44194.792258630,4.223618,0,795,BitStuck
507181,3.12,764,44194.792271222,4.223618,0,792,BitStuck
507198,3.12,748,44194.792283814,4.223618,0,787,BitStuck
507215,3.12,743,44194.792296407,4.223618,0,783,BitStuck
507232,3.12,743,44194.792308999,4.224921,0,779,BitStuck
507249,3.12,743,44194.792321593,4.223618,0,775,BitStuck
507266,3.12,743,44194.792334185,4.223618,0,772,BitStuck
507283,3.12,743,44194.792346776,4.223618,0,769,BitStuck
507300,3.12,724,44194.792359370,4.222319,0,764,BitStuck
507317,3.12,722,44194.792371962,4.223618,0,760,BitStuck
507334,3.12,722,44194.792384556,4.223618,0,756,BitStuck
507351,3.12,722,44194.792397148,4.223618,0,753,BitStuck
507368,3.12,722,44194.792409740,4.223618,0,750,BitStuck
507385,3.12,722,44194.792422333,4.222319,0,747,BitStuck
507402,3.12,707,44194.792434925,4.223618,0,743,BitStuck
507419,3.12,700,44194.792447519,4.223618,0,739,BitStuck
507436,3.12,700,44194.792460111,4.223618,0,735,BitStuck
507453,3.12,700,44194.792472702,4.223618,0,731,BitStuck
507470,3.12,700,44194.792485296,4.223618,0,728,BitStuck
507487,3.12,700,44194.792497888,4.223618,0,725,BitStuck
507504,3.12,695,44194.792510482,4.222319,0,722,BitStuck
507521,3.12,679,44194.792523073,4.224921,0,718,BitStuck
507538,3.12,679,44194.792535665,4.223618,0,714,BitStuck
507555,3.12,679,44194.792548259,4.224921,0,710,BitStuck
507572,3.12,679,44194.792560851,4.223618,0,707,BitStuck
507589,3.12,679,44194.792573445,4.223618,0,704,BitStuck
507606,3.12,679,44194.792586037,4.224921,0,702,BitStuck
507623,3.12,659,44194.792598628,4.223618,0,697,BitStuck
507640,3.12,658,44194.792611222,4.223618,0,693,BitStuck
507657,3.12,658,44194.792623814,4.223618,0,690,BitStuck
507674,3.12,658,44194.792636408,4.224921,0,687,BitStuck
507691,3.12,658,44194.792649000,4.224921,0,684,BitStuck
507708,3.12,658,44194.792661591,4.223618,0,681,BitStuck
507725,3.12,654,44194.792674185,4.224921,0,678,BitStuck
507742,3.12,637,44194.792686777,4.223618,0,674,BitStuck
507759,3.12,637,44194.792699371,4.224921,0,670,BitStuck
507776,3.12,637,44194.792711963,4.224921,0,667,BitStuck
507793,3.12,637,44194.792724554,4.223618,0,664,BitStuck
507810,3.12,637,44194.792737148,4.224921,0,661,BitStuck
507827,3.12,637,44194.792749740,4.223618,0,659,BitStuck
507844,3.12,633,44194.792762334,4.224921,0,656,BitStuck
507861,3.12,615,44194.792774925,4.223618,0,652,BitStuck
507878,3.12,615,44194.792787517,4.223618,0,648,BitStuck
507895,3.12,615,44194.792800111,4.224921,0,645,BitStuck
507912,3.12,615,44194.792812703,4.223618,0,642,BitStuck
507929,3.12,615,44194.792825297,4.224921,0,639,BitStuck
507946,3.12,613,44194.792837888,4.223618,0,636,BitStuck
507963,3.12,596,44194.792850480,4.224921,0,632,BitStuck
507980,3.12,594,44194.792863074,4.223618,0,628,BitStuck
507997,3.12,594,44194.792875666,4.223618,0,625,BitStuck
508014,3.12,594,44194.792888258,4.224921,0,622,BitStuck
508031,3.12,594,44194.792900851,4.223618,0,619,BitStuck
508048,3.12,578,44194.792913443,4.224921,0,615,BitStuck
508065,3.12,573,44194.792926037,4.223618,0,611,BitStuck
508082,3.12,573,44194.792938629,4.224921,0,607,BitStuck
508099,3.12,573,44194.792951222,4.223618,0,603,BitStuck
508116,3.12,573,44194.792963814,4.224921,0,600,BitStuck
508133,3.12,573,44194.792976406,4.224921,0,597,BitStuck
508150,3.12,553,44194.792989000,4.223618,0,593,BitStuck
508167,3.12,552,44194.793001592,4.224921,0,589,BitStuck
508184,3.12,552,44194.793014185,4.224921,0,585,BitStuck
508201,3.12,552,44194.793026777,4.224921,0,582,BitStuck
508218,3.12,552,44194.793039369,4.224921,0,579,BitStuck
508235,3.12,552,44194.793051963,4.223618,0,576,BitStuck
508252,3.12,534,44194.793064555,4.224921,0,572,BitStuck
508269,3.12,531,44194.793077147,4.223618,0,568,BitStuck
